UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000029462197;I06G01564;CTO - PAD TELEFONICA;AMMNS_G1I06;RUA JORGE DE MORAES MANAUS PLANALTO 69044690 AM SN;MANAUS;-3.060059800;-60.059430500;G0;AMMNS-I06SP196;AMMNS-I06SP196-SS4;MNS_I06_2_GPON_VLAN_139_140_141-ALC;1/1/1/3
EQP0000000029465144;I15G01643;CTO - OPTAP-B-70/30;AMMNS_G1I15;RUA CAETANO DA SILVA MANAUS JAPIIM 69077170 AM 349;MANAUS;-3.115761700;-59.985836500;G0;AMMNS-I15SP206;AMMNS-I15SP206-SS3;MNS_I15_1_GPON_VLAN_173_174_175-ALC;1/1/8/14
EQP0000000029457458;I13G01063;CTO - OPTAP-B-90/10;AMMNS_G1I13;RUA VISCONDE DE SINIMBU MANAUS FLORES 69058790 AM SN;MANAUS;-3.045689300;-59.991317500;G0;AMMNS-I13SP133;AMMNS-I13SP133-SS7;MNS_I13_1_GPON_VLAN_179_180_181-ALC;1/1/5/16
EQP0000000223462967;I01GP1065;MINI CDOE 1:2 + 1:8 PRECON SELADA 70/30;AMMNS_G1I01;RUA RIO JAMARI MANAUS NOSSA SENHORA DAS GRACAS 69053560 AM 300;MANAUS;-3.106467600;-60.016940400;GP;AMMNS-I01SP134;S8_1;MNS_I01_1_GPON_VLAN_100_101_102-ALC;1/1/7/4
EQP0000000029451458;N02G01543;CTO - PAD TELEFONICA;AMMNS_G1N02;AVENIDA CASTELO BRANCO MANAUS CACHOEIRINHA 69065011 AM 1850;MANAUS;-3.119070700;-60.007220000;G0;AMMNS-N02SP193;AMMNS-N02SP193-SS7;MNS_N02_1_GPON_VLAN_118_119_120-ALC;1/1/8/6
EQP0000000038322575;I05GP1039;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;AMMNS_G1I05;AVENIDA JACIRA REIS MANAUS CHAPADA 69040245 AM 275;MANAUS;-3.096289100;-60.046723100;GP;AMMNS-I05SP130;AMMNS-I05SP130-SS7;MNS_I05_1_GPON_VLAN_124_125_126-ALC;1/1/6/11
EQP0000000101980812;I01GP334;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;AMMNS_G1I01;RUA PALACIO DAS AGUAS MANAUS NOSSA SENHORA DAS GRACAS 69053037 AM 121;MANAUS;-3.097404400;-60.020318900;GP;AMMNS-I01SP42;AMMNS-I01SP42-SS6;MNS_I01_1_GPON_VLAN_100_101_102-ALC;1/1/2/11
EQP0000000029468466;I14G03404;CTO - OPTAP-B-80/20;AMMNS_G1I14;RUA JOAO DE CASTRO MANAUS SAO JORGE 69033200 AM 314;MANAUS;-3.110651400;-60.034338000;G0;AMMNS-I14SP426;AMMNS-I14SP426-SS4;MNS_I14_2_GPON_VLAN_188_189_190-ALC;1/1/8/13
EQP0000000029435240;I14G0311;CTO - OPTAP-B-90/10;AMMNS_G1I14;RUA ECA DE QUEIROZ MANAUS COMPENSA 69035460 AM 185;MANAUS;-3.109167000;-60.061819000;G0;AMMNS-I14SP39;AMMNS-I14SP39-SS7;MNS_I14_1_GPON_VLAN_185_186_187-ALC;1/1/2/13
EQP0000000029437756;I14G02569;CTO - OPTAP - B;AMMNS_G1I14;RUA PALADIO MANAUS VILA DA PRATA 69030676 AM 18;MANAUS;-3.110712600;-60.044249600;G0;AMMNS-I14SP322;AMMNS-I14SP322-SS1;MNS_I14_2_GPON_VLAN_188_189_190-ALC;1/1/6/6
