UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000012009736;M01G01254;CTO - OPTAP;RSTRI_G1M01;RUA MARQUES DO HERVAL TRAMANDAI ZONA NOVA 95590000 RS SN;TRAMANDAI;-30.005726400;-50.138813900;G0;RSTRI-M01SP157;RSTRI-M01SP157-SS6;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/5
EQP0000000011996118;M01G01309;CTO - OPTAP;RSTRI_G1M01;RUA TRES DE OUTUBRO TRAMANDAI ZONA NOVA 95590000 RS 2900;TRAMANDAI;-30.002224100;-50.132099500;G0;RSTRI-M01SP164;RSTRI-M01SP164-SS5;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/12
EQP0000000011996881;M01G01624;CTO - OPTAP;RSTRI_G1M01;AVENIDA BENTO GONCALVES TRAMANDAI ZONA NOVA 95590000 RS 2219;TRAMANDAI;-29.996441300;-50.139129000;G0;RSTRI-M01SP203;RSTRI-M01SP203-SS8;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/3
EQP0000000011995570;N02G01488;CTO - OPTAP;RSTRI_G1N02;RUA AMAPA TRAMANDAI NOVA TRAMANDAI 95590000 RS 1799;TRAMANDAI;-30.043073400;-50.151435800;G0;RSTRI-N02SP186;RSTRI-N02SP186-SS8;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/12
EQP0000000011996955;N02G02642;CTO - OPTAP;RSTRI_G1N02;RUA SAO PAULO TRAMANDAI BALNEARIO TRAMANDAI SUL 95590000 RS SN;TRAMANDAI;-30.026338700;-50.159116700;G0;RSTRI-N02SP331;RSTRI-N02SP331-SS2;TRI_N02_2_GPON_VLAN_109_110_111-ALC;1/1/1/15
EQP0000000011995922;M01G01714;CTO - OPTAP;RSTRI_G1M01;AVENIDA PROTASIO ALVES TRAMANDAI ZONA NOVA 95590000 RS 2452;TRAMANDAI;-30.001430500;-50.139287000;G0;RSTRI-M01SP215;RSTRI-M01SP215-SS2;TRI_M01_2_GPON_VLAN_103-104-105-UBA;1/1/1/15
EQP0000000012009278;N02G02484;CTO - OPTAP;RSTRI_G1N02;RUA PERNAMBUCO TRAMANDAI NOVA TRAMANDAI 95590000 RS 1083;TRAMANDAI;-30.034596100;-50.157282700;G0;RSTRI-N02SP311;RSTRI-N02SP311-SS4;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/8/11
EQP0000000011996144;N01G01400;CTO - OPTAP;RSTRI_G1N02;AVENIDA RECIFE TRAMANDAI NOVA TRAMANDAI 95590000 RS 900;TRAMANDAI;-30.049114400;-50.161743700;G0;RSTRI-N02SP175;RSTRI-N02SP175-SS8;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/1
EQP0000000012003443;N02G01505;CTO - OPTAP;RSTRI_G1N02;RUA FERNANDO DE NORONHA TRAMANDAI NOVA TRAMANDAI 95590000 RS SN;TRAMANDAI;-30.046635700;-50.156841200;G0;RSTRI-N02SP189;RSTRI-N02SP189-SS1;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/6/15
EQP0000000012003438;N02G0352;CTO - OPTAP;RSTRI_G1N02;RUA ALAGOAS TRAMANDAI BALNEARIO TRAMANDAI SUL 95590000 RS 79;TRAMANDAI;-30.028511400;-50.144582000;G0;RSTRI-N02SP44;RSTRI-N02SP44-SS8;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/3/12
EQP0000000011995213;N02G02414;CTO - OPTAP;RSTRI_G1N02;RUA R TRAMANDAI NOVA TRAMANDAI 95590000 RS 607;TRAMANDAI;-30.035753400;-50.168412800;G0;RSTRI-N02SP302;RSTRI-N02SP302-SS6;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/8/2
EQP0000000011995384;N02G01382;CTO - OPTAP;RSTRI_G1N02;RUA SAO VALENTIM TRAMANDAI OASIS SUL 95590000 RS 616;TRAMANDAI;-30.052576600;-50.164391700;G0;RSTRI-N02SP173;RSTRI-N02SP173-SS6;TRI_N02_1_GPON_VLAN_106_107_108-ALC;1/1/5/15
EQP0000000011995549;M01G0096;CTO - OPTAP;RSTRI_G1M01;RUA TRES DE OUTUBRO TRAMANDAI CENTRO 95590000 RS 1203;TRAMANDAI;-29.988092300;-50.125792800;G0;RSTRI-M01SP12;RSTRI-M01SP12-SS8;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/1/12
EQP0000000011996722;M01G01265;CTO - OPTAP;RSTRI_G1M01;RUA BROCHADO DA ROCHA TRAMANDAI ZONA NOVA 95590000 RS 78;TRAMANDAI;-30.006935200;-50.135816900;G0;RSTRI-M01SP159;RSTRI-M01SP159-SS1;TRI_M01_1_GPON_VLAN_100-101-102-UBA;1/1/6/7
