UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000011990750;I01G01518;CTO - OPTAP;SCIMA_G1I01;RUA MANOEL LUCIO MACHADO IMBITUBA VILA SANTO ANTONIO 88780000 SC SN;IMBITUBA;-28.263539400;-48.699669800;G0;SCIMA-I01SP190;SCIMA-I01SP190-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/14
EQP0000000011990750;I01G01518;CTO - OPTAP;SCIMA_G1I01;RUA MANOEL LUCIO MACHADO IMBITUBA VILA SANTO ANTONIO 88780000 SC SN;IMBITUBA;-28.263539400;-48.699669800;G0;SCIMA-I01SP190;SCIMA-I01SP190-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/14
EQP0000000011990841;I01G01174;CTO - OPTAP;SCIMA_G1I01;RUA GOMERCINDO JOAO DANIEL IMBITUBA CAMPO D AVIACAO 88780000 SC SN;IMBITUBA;-28.275432700;-48.697307300;G0;SCIMA-I01SP147;SCIMA-I01SP147-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/7
EQP0000000011990841;I01G01174;CTO - OPTAP;SCIMA_G1I01;RUA GOMERCINDO JOAO DANIEL IMBITUBA CAMPO D AVIACAO 88780000 SC SN;IMBITUBA;-28.275432700;-48.697307300;G0;SCIMA-I01SP147;SCIMA-I01SP147-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/7
EQP0000000011991058;I01G0256;CTO - OPTAP;SCIMA_G1I01;AVENIDA TREZE DE SETEMBRO IMBITUBA VILA NOVA ALVORADA 88780000 SC 5;IMBITUBA;-28.220954400;-48.670394300;G0;SCIMA-I01SP32;SCIMA-I01SP32-SS7;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/16
EQP0000000011991058;I01G0256;CTO - OPTAP;SCIMA_G1I01;AVENIDA TREZE DE SETEMBRO IMBITUBA VILA NOVA ALVORADA 88780000 SC 5;IMBITUBA;-28.220954400;-48.670394300;G0;SCIMA-I01SP32;SCIMA-I01SP32-SS8;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/16
EQP0000000011990785;I01G01422;CTO - OPTAP;SCIMA_G1I01;RUA RODOLPHO ANTONIO PIRES DE OLIVEIRA IMBITUBA   88780000 SC 407;IMBITUBA;-28.260958400;-48.684515800;G0;SCIMA-I01SP178;SCIMA-I01SP178-SS6;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/8
EQP0000000011990785;I01G01422;CTO - OPTAP;SCIMA_G1I01;RUA RODOLPHO ANTONIO PIRES DE OLIVEIRA IMBITUBA   88780000 SC 407;IMBITUBA;-28.260958400;-48.684515800;G0;SCIMA-I01SP178;SCIMA-I01SP178-SS5;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/8
EQP0000000012009853;I01G01834;CTO - OPTAP;SCIMA_G1I01;RUA SANTA CATARINA IMBITUBA PAES LEME 88780000 SC 1363;IMBITUBA;-28.242880300;-48.673663200;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS2;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
EQP0000000012009853;I01G01834;CTO - OPTAP;SCIMA_G1I01;RUA SANTA CATARINA IMBITUBA PAES LEME 88780000 SC 1363;IMBITUBA;-28.242880300;-48.673663200;G0;SCIMA-I01SP230;SCIMA-I01SP230-SS1;IMA_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/7
