UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS
EQP0000000069932945;I01G0432;CTO - OPTAP-B 90/10;ESSMJ_G1I01;RUA SANDRA LUDTKE SANTA MARIA DE JETIBA VILA NOVA 29645000 ES SN;SANTA MARIA DE JETIBA;-20.017906300;-40.757123400;G0;ESSMJ-I01SP54;ESSMJ-I01SP54-SS8
EQP0000000070013705;I01G0335;CTO - OPTAP-B 90/10;ESSMJ_G1I01;RUA SEM NOME SANTA MARIA DE JETIBA SAO LUIZ 29645000 ES SN;SANTA MARIA DE JETIBA;-19.995802600;-40.745768900;G0;ESSMJ-I01SP42;ESSMJ-I01SP42-SS7
EQP0000000069908504;I01G0445;CTO - OPTAP-B 85/15;ESSMJ_G1I01;RUA TRINTA E UM DE OUTUBRO SANTA MARIA DE JETIBA VILA NOVA 29645000 ES 32;SANTA MARIA DE JETIBA;-20.017328500;-40.754938700;G0;ESSMJ-I01SP56;ESSMJ-I01SP56-SS5
EQP0000000070016684;I01G0334;CTO - OPTAP-B 90/10;ESSMJ_G1I01;RUA DA AMIZADE SANTA MARIA DE JETIBA SAO LUIZ 29645000 ES 928;SANTA MARIA DE JETIBA;-19.996013800;-40.746612100;G0;ESSMJ-I01SP42;ESSMJ-I01SP42-SS6
EQP0000000070018043;I01G0333;CTO - OPTAP-B 85/15;ESSMJ_G1I01;RUA SEM NOME SANTA MARIA DE JETIBA SAO LUIZ 29645000 ES SN;SANTA MARIA DE JETIBA;-19.994777800;-40.747141800;G0;ESSMJ-I01SP42;ESSMJ-I01SP42-SS5
EQP0000000069948963;I01G0397;CTO - OPTAP-B 85/15;ESSMJ_G1I01;RUA MARLI RAMLOW SANTA MARIA DE JETIBA CENTRO 29645000 ES 45;SANTA MARIA DE JETIBA;-20.015730200;-40.745570000;G0;ESSMJ-I01SP50;ESSMJ-I01SP50-SS5
EQP0000000070005890;I01G0208;CTO - OPTAP-B 90/10;ESSMJ_G1I01;RUA AUGUSTO JACOB SANTA MARIA DE JETIBA CENTRO 29645000 ES 260;SANTA MARIA DE JETIBA;-20.024613800;-40.745139400;G0;ESSMJ-I01SP26;ESSMJ-I01SP26-SS8
EQP0000000070015783;I01G0298;CTO - OPTAP-B 60/40;ESSMJ_G1I01;RUA SEM NOME SANTA MARIA DE JETIBA SAO LUIZ 29645000 ES SN;SANTA MARIA DE JETIBA;-20.004705200;-40.730444800;G0;ESSMJ-I01SP38;ESSMJ-I01SP38-SS2
EQP0000000069950181;I01G0396;CTO - OPTAP-B 80/20;ESSMJ_G1I01;RUA MARLI RAMLOW SANTA MARIA DE JETIBA CENTRO 29645000 ES SN;SANTA MARIA DE JETIBA;-20.016205200;-40.743617200;G0;ESSMJ-I01SP50;ESSMJ-I01SP50-SS4
EQP0000000070013720;I01G0256;CTO - OPTAP-B 70/30;ESSMJ_G1I01;AVENIDA FREDERICO GRULKE SANTA MARIA DE JETIBA CENTRO 29645000 ES 1639;SANTA MARIA DE JETIBA;-20.021101100;-40.746862500;G0;ESSMJ-I01SP32;ESSMJ-I01SP32-SS8
