UID_EQUIP;CTO_NAME;MODELO;ARMARIO;ENDERECO;MUNICIPIO;LATITUDE;LONGITUDE;TIPO_CTO;SP;SS;NOME_OLT;NOME_PORTA_OLT
EQP0000000007042143;I01G01752;CTO - OPTAP;RSALG_G1I01;RUA DUQUE DE CAXIAS ALEGRETE VILA NOVA 97541170 RS 114;ALEGRETE;-29.778641400;-55.787043500;G0;RSALG-I01SP219;RSALG-I01SP219-SS8;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/10
EQP0000000007040955;I01G0365;CTO - OPTAP;RSALG_G1I01;RUA CONDE DE PORTO ALEGRE ALEGRETE CIDADE ALTA 97542160 RS 1404;ALEGRETE;-29.795834900;-55.804130800;G0;RSALG-I01SP46;RSALG-I01SP46-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/2/10
EQP0000000007040342;I01G01022;CTO - OPTAP;RSALG_G1I01;RUA MARQUES DE ALEGRETE ALEGRETE CENTRO 97542440 RS 50;ALEGRETE;-29.787511600;-55.796988100;G0;RSALG-I01SP128;RSALG-I01SP128-SS6;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/4
EQP0000000007040556;I01G0655;CTO - OPTAP;RSALG_G1I01;RUA DIONIZIO VILARINHO ALEGRETE PROGRESSO 97543220 RS SN;ALEGRETE;-29.796624300;-55.811821600;G0;RSALG-I01SP82;RSALG-I01SP82-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/8
EQP0000000007041122;I01G0114;CTO - OPTAP;RSALG_G1I01;RUA DOUTOR MIGUEL OLIVE LEITE ALEGRETE INEZ 97545190 RS 315;ALEGRETE;-29.806045100;-55.807537300;G0;RSALG-I01SP15;RSALG-I01SP15-SS2;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/11
EQP0000000007039593;I01G01975;CTO - OPTAP;RSALG_G1I01;RUA CORONEL CABRITA ALEGRETE CENTRO 97541100 RS 270;ALEGRETE;-29.780811100;-55.788605300;G0;RSALG-I01SP247;RSALG-I01SP247-SS7;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/1/13
EQP0000000007040571;I01G0530;CTO - OPTAP;RSALG_G1I01;RUA RINCAO DOS POETAS ALEGRETE PROGRESSO 97543450 RS 110;ALEGRETE;-29.795905200;-55.819149700;G0;RSALG-I01SP67;RSALG-I01SP67-SS2;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/7
EQP0000000029410706;I01GP2050;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;RSALG_G1I01;RUA JOAQUIM ANTONIO ALEGRETE CENTRO 97542360 RS 130;ALEGRETE;-29.786760300;-55.784793600;GP;RSALG-I01SP257;RSALG-I01SP257-SS2;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/2/7
EQP0000000007039804;I01G0719;CTO - OPTAP;RSALG_G1I01;RUA NEGRINHO DO PASTOREIO ALEGRETE VERA CRUZ 97544350 RS 289;ALEGRETE;-29.792128200;-55.809535200;G0;RSALG-I01SP90;RSALG-I01SP90-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/16
EQP0000000007042576;I01GP1947;MINI CDOE 1:2 + 1:8 PRECON SELADA 60/40;RSALG_G1I01;RUA CORONEL CABRITA ALEGRETE CENTRO 97541100 RS 134;ALEGRETE;-29.782108400;-55.788983700;GP;RSALG-I01SP244;RSALG-I01SP244-SS3;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/1/10
EQP0000000007040577;I01G0509;CTO - OPTAP;RSALG_G1I01;RUA MAXIMINO MARINHO ALEGRETE VERA CRUZ 97543410 RS 1315;ALEGRETE;-29.800950700;-55.813636000;G0;RSALG-I01SP64;RSALG-I01SP64-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/4
EQP0000000007040973;I01G02245;CTO - OPTAP;RSALG_G1I01;AVENIDA IBICUI ALEGRETE IBIRAPUITÃ 97546000 RS 78;ALEGRETE;-29.786906000;-55.764414500;G0;RSALG-I01SP281;RSALG-I01SP281-SS5;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/3/3
EQP0000000007039596;I01G01972;CTO - OPTAP;RSALG_G1I01;RUA CORONEL CABRITA ALEGRETE CENTRO 97541100 RS 454;ALEGRETE;-29.779166400;-55.788054900;G0;RSALG-I01SP247;RSALG-I01SP247-SS4;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/1/13
EQP0000000007039757;I01G02137;CTO - OPTAP;RSALG_G1I01;RUA MAJOR PEDRO OLIMPIO PIRES ALEGRETE OSWALDO ARANHA 97546390 RS 30;ALEGRETE;-29.788618500;-55.772782200;G0;RSALG-I01SP268;RSALG-I01SP268-SS1;ALG_I01_2_GPON_VLAN_103_104_105-ALC;1/1/2/13
EQP0000000007041162;I01G0031;CTO - OPTAP;RSALG_G1I01;RUA SILVIO DANTON BRUNET RODRIGUES ALEGRETE JARDIM PLANALTO 97545710 RS 59;ALEGRETE;-29.808129800;-55.811990100;G0;RSALG-I01SP4;RSALG-I01SP4-SS7;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/4
EQP0000000007040396;I01G01782;CTO - OPTAP;RSALG_G1I01;RUA SIMPLICIO JACQUES ALEGRETE VILA NOVA 97541480 RS 1035;ALEGRETE;-29.774865600;-55.792861900;G0;RSALG-I01SP223;RSALG-I01SP223-SS6;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/8/11
EQP0000000007041762;I01G01260;CTO - OPTAP;RSALG_G1I01;RUA PADRE MANOEL LANDEL DE MOURA ALEGRETE IZABEL 97542480 RS 234;ALEGRETE;-29.784997100;-55.803964500;G0;RSALG-I01SP158;RSALG-I01SP158-SS4;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/6/13
EQP0000000007040148;I01G0981;CTO - OPTAP;RSALG_G1I01;AVENIDA ASSIS BRASIL ALEGRETE CENTRO 97543001 RS 130;ALEGRETE;-29.789922300;-55.799074100;G0;RSALG-I01SP123;RSALG-I01SP123-SS5;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/4/16
EQP0000000007039578;I01G01120;CTO - OPTAP;RSALG_G1I01;RUA MARIZ E BARROS ALEGRETE CENTRO 97542450 RS 261;ALEGRETE;-29.785337400;-55.787259500;G0;RSALG-I01SP140;RSALG-I01SP140-SS8;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/5/16
EQP0000000007039617;I01G0676;CTO - OPTAP;RSALG_G1I01;RUA PROFESSORA ANGELICA BEATRIZ P ARRUSSUL ALEGRETE SEPÉ TIARAJU 97544227 RS 57;ALEGRETE;-29.793877900;-55.809496700;G0;RSALG-I01SP85;RSALG-I01SP85-SS4;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/3/11
EQP0000000007041348;I01GPT0284;CTO - OPTAP;RSALG_G1I01;RUA CORONEL GALVAO ALEGRETE MILITAR 97545150 RS SN;ALEGRETE;-29.805386700;-55.802088100;GPT;RSALG-I01SP36;RSALG-I01SP36-SS4;ALG_I01_1_GPON_VLAN_100_101_102-ALC;1/1/1/16
